                              BAB III
             KAMUS ANGGAH-UNGGUH KRUNA
                        BALI – INDONESIA


       Berikut akan disajikan kosakata bahasa Bali lengkap dengan
anggah-ungguh kruna serta padanannya dalam bahasa Indonesia.
Pada kolom satu ditulis kruna andap (biasa), pada kolom dua ditulis
kruna alus singgih (jika ada), pada kolom tiga ditulis kruna alus sor
(kalau ada), pada kolom empat ditulis kruna alus mider (jika bentuk
alusnya hanya satu) atau ditulis kruna mider (jika kata-kata tersebut
tidak memiliki bentuk halus). Selanjutnya, pada kolom lima ditulis
kata bahasa Indonesianya.

 Kt.Andap    Kata Asi     Kata Aso      Ami/Mider      Kata BI
                                                          113

kemana       kija        -            -         lunga kija
kemari       mai         -            -         meriki
kemarin      ibi         -            -         dibi
kembali      mabalik     -            -         mawali
kendaraan    motor       palinggian   motor     -
kentut       ngentut     -            -         ngampru
kekayaan     kasugihan   -            -         kawibuhan
kelapa       nyuh        -            -         kelapa
kelelawar    lelawah     -            -         ambana
kelihatan    ngenah      -            -         makanten
kena         kena        -            -         keni
kencing      ngenceh     mawarih      mabanyu   -
kentongan    kulkul      -            -         gendongan
kentut       entut       ampru        entut     -
kenyang      betek       waneh        wareg     -
kepala       tendas      prabu        sirah     -
kepala       kepala      -            -         manggala
kepepet      kaselek     -            -         kapelek
kepintaran   kaduegan    -            -         kawikanan
keputusan    pararem     -            -         pararem
kera         bojog       -            -         wenara
kerabat      nyama       -            -         sameton
keramas      ambuh       -            -         keramas
keramat      tenget      -            -         pingit
keras        sanget      -            -         banget
                                                         114

kereta       cikar        -         -         kréta
kering       aking        -         -         aking
keringat     peluh        -         -         pringet
keris        kadutan      -         -         sungklit
kerja        gaé          -         -         karya
kerjakan     gaénang      -         -         karyanang
kerongkong   kolongan     -         -         kekulung
keruh        kutek        -         -         kutek
kesana       kema         -         -         merika
kesini       mai          -         -         meriki
kesulitan    pakéweh      -         -         pakéwuh
ketela       keséla       -         -         lambon
ketetapan    ketetapan    -         -         kapastikan
ketiga       nomor telu   -         -         kapingtiga
ketika       duges        -         -         duk,daweg
ketombe      lampah       -         -         kepur
ketua        kelian       -         -         manggala
ketupat      tipat        -         -         anaman
keturunan    sentana      -         -         pretisentana
ketiak       sipah        apitan    sipah     -
ketika       sedek        -         -         risedek
kibaskan     amputang     -         -         amputang
kira         kadén        sengguh   manahin   -
kira-kira    irib/mirib   -         -         inab/minab
kiri         kébot        -         -         kiwa
                                                      115

konon       koné        -         -       kocap
korban      caru        -         -       tawur
korek api   colok       -         -       korék
kosong      puyung      -         -       puyung
kotor       menyi       -         -       dekil
kotor       sebel       -         -       leteh
kuah        kuah        -         -       kancuh
kuali       pangoréng   -         -       keté-keté
kuku        kuku        naka      kuku    -
kukuh       langgeng    -         -       pageh
kulit       kulit       -         -       carma
kumis       kumis       cerawis   kumis   -
kumpul      punduh      -         -       pupul
kumpulkan   punduhang   -         -       pupulang
kumur       kemuh       -         -       kurah
kurang      kuang       -         -       kirang
kurus       berag       kéris     berag   -
kusir       kusir       -         -       serati
kutu        kutu        -         -       pépétan
lagi        buin        -         -       malih
lagipula    buina       -         -       samaliha
lagu        gending     -         -       gita
lahir       lekad       mijil     embas   -
lain        lén         -         -       liantios
lain kali   manian      -         -       bénjangan
                                                    116

laki       muani      -          -        lanang
laku       laku       -          -        durus
lalat      buyung     -          -        laler
lalu       lantas     -          -        raris
lama       makelo     -          -        sué
lama       kuno       -          -        lami
lambat     telat      -          -        kasépan
lampu      damar      -          -        suar
lancar     lancar     -          -        antar
lantaran   ulian      -          -        sangkaning
lapar      seduk      luwé       seduk    -
lapis      ambal      -          -        ambal
lapor      lapur      -          -        sadok
laporkan   repotang   -          -        sadokang
laris      lais       -          -        laris
laut       pasih      -          -        segara
lawan      musuh      -          -        meseh
lawar      lawar      -          -        anyang
lazim      lumrah     -          -        ketah
lebih      lebih      -          -        lintang
leher      baong      kanta      beher    -
lengah     ngléwa     -          -        lénga
lengan     lengen     lungayan   lengen   -
lengkap    genep      -          -        tegep
lepas      kelés      -          -        lepas
                                                          117

lestari      lestari      -           -         werdi
lestarikan   lestariang   -           -         werdiang
letak        tongos       -           -         genah
lewat        liwat        -           -         lintang
liang        lega         -           -         lédang
lidah        layah        ilat        layah     -
lihat        tolih        cingak      tingal    -
lintas       entas        -           -         lintang
lipstik      énci         -           -         énci
lolok        celak        purus       celak     -
lomba        lomba        -           -         lomba
luar         sisi         -           -         jaba
luas         linggah      -           -         jimbar
ludah        paes         -           -         widuh
luka         matatu       kanin       sida      -
lulur        boréh        -           -         odak
lupa         engsap       -           -         lali
lutut        entud        -           -         lentur
maaf         maaf         ampura      aksama    -
mabuk        punyah       -           -         maha
madu         madu         -           -         menyan
mahkota      gelungan     -           -         bawa
makan        madaar       marayunan   ngajeng   -
makanan      dedaran      rayunan     ajengan   -
malam        peteng       -           -         wengi
                                                               118

malu         lek/kimud   -             -            kémad
mampir       singgah     -             -            simpang
mampu        mampuh      -             -            mrasidang
mana         encén       -             -            sané encén
mandi        mandus      masiram       mandus       -
mangga       poh         -             -            getas
mangkrak     nungkak     -             -            mandeg
marah        pedih       duka          pedih        -
marahi       pedihin     dukain        gedegin      -
masih        enu         -             -            kari/kantun
masuk        macelep     ngranjing     macelep      -
masyarakat   masyarakat -              -            parajana
mata         mata        panyingakan   paningalan   -
matahari     matanai     -             -            surya
matang       lebeng      -             -            rateng
mau          nyak        kayun, arsa nyak           -
mayat        wangké      layon         watang       -
melapor      nglapur     -             -            masadok
melawan      nglawan     ngarepin      magutin      -
melihat      ngenot      nyingakin     ngeton       -
memahami     ngresepin   -             -            nelebin
memaksa      maksa       -             -            marikosa
memang       mula        -             -            kamulan
memasak      nyakan      -             -            ngrateng
membaca      maca        -             -            ngwacén
                                                             119

membantu      nulungin    -           -           ngwantu
membasuh      ngumbah     ngwangsuh   ngwajikin   -
membela       mélanin     -           -           paramabéla
memberi       maang       ngicén      ngwéhin     -
memberitahu   ngorahin    nganikain   ngénkén     -
memindahkan   ngisidang   -           -           ngingsirang
meminjam      nyilih      -           -           nyelang
memulai       nyumunin    -           -           ngawitin
menang        menang      -           -           jaya
menangani     ngurusin    -           -           nanganin
menangis      ngeling     nangis      ngeling     -
mendadak      nadak       -           -           pranagata
mendengar     ningeh      mireng      miragi      -
menek         naik        -           -           munggah
menerima      nerima      -           -           nampénin
menemui       nepukin     -           -           manggihin
mengantuk     nguyuk      arif        nguyuk      -
mengadili     ngadilin    -           -           nepasin
mengajak      ngajak      -           -           ngiring
mengapa       ngudiang    -           -           ngéngkén
mengidam      ngidam      ngrempini   ngidam      -
mengikuti     nugtug      -           -           nginutin
menginap      nginep      marerep     nginep      -
menghadap     tangkil     -           -           pedek
menghitung    meték       -           -           ngwilang
                                                              120

mengucapkan ngucapang      -             -         ngojarang
mengungsi      ngungsi     -             -         ngungsi
mengukuhkan    ngukuhin    -             -         mikukuhin
menimpakan     nibakang    -             -         niwakang
meninggal      mati        séda, lebar   padem     -
meninggalkan   ngalahin    -             -         ninggalin
menitis        numadi      -             -         numateng
menjadi        dadi        -             -         manados
menjamu        nyangu      -             -         nyangu
menjawab       nyawab      -             -         nyawis
menonton       mabalih     -             -         nonton
menuju         ngojog      -             -         jumujug
menuruti       nuutin      -             -         nginutin
menyahut       nyautin     -             -         nyaurin
menyamai       matuhin     -             -         matehin
menyapa        nyapa       -             -         nyangra
menyapu        nyampat     -             -         nyapuh
menyesal       nyesel      -             -         piangen
menyelidiki    nylidikin   -             -         nyelehin
menyiarkan     nyiarang    -             -         nyobyahang
menyuruh       nundén      nganikain     ngonkon   -
merah          barak       -             -         bang
merasa         marasa      -             -         rumasa
merepotkan     ngrépotin   -             -         mikobetin
meresmikan     ngresmiang -              -         mikukuhang
                                                        121

mewah        agé         -          -         agia
milik        gelah       drué       derbé     -
mimpi        ngipi       nyumpena   ngipi     -
minyak       lengis      -          -         minyak
minggat      magedi      -          -         matilar
minta        ngidih      ngedih     nunas     -
minta        ngidih      -          -         nunas
maaf         pelih                            ampura
minum        nginem      -          -         nginum
mirip        masaih      -          -         sumaih
miskin       lacur       -          -         tiwas
momong       empu        -          -         emban
mujur        aget        -          -         sadia
muka         mua         prerai     mua       -
mulia        utama       -          -         utami
mulut        bungut      -          -         cangkem
murah        mudah       -          -         murah
musuh        musuh       -          -         meseh
nafas        angkihan    -          -         angsengan
naik         menék       -          -         munggah
nama         adan        peséngan   wasta     -
nantian      nyanan      -          -         malih jebos
narasumber   narawakia   -          -         narawakia
nasi         nasi        rayunan    ajengan   -
nasihat      pitutur     -          -         piteket
                                                         122

negara      negara      -          -         panegara
nenek       dadong      niang      nini      -
normal      enteg       -          -         degdeg
nyamuk      legu        -          -         angkitan
obat        ubad        -          -         tamba
oleh        ban         olih       antuk     -
oleh-oleh   gapgapan    -          -         rarapan
orang       anak        -          -         jadma
orangtua    rerama      -          -         lelingsir
otak        otak        -          -         untek
pacar       tunangan    tetagon    gegélan   -
padi        padi        pantun     pari      pantun
paha        paa         pupu       paa       -
pahit       pait        -          -         tikta
pakan       daar        rayun      ajeng     ajeng
pakaian     panganggo   -          -         panganggé
paksa       paksa       -          -         parikosa
paling      paling      -          -         pinih
paman       uwa         -          -         jungwa
panas       kebus       -          -         gerah
pancuran    pancoran    -          -         pancoran
pandai      dueg        pradnyan   wikan     -
pangkuan    pabinan     -          -         pabinan
panitia     panitia     -          -         prawartaka
panjang     lantang     -          -         panjang
                                                        123

pantai      pasisi     -         -          tepisiring
pantas      pantes     -         -          kapatut
pantat      jit        silit     jit        -
parfum      aér        -         -          aér
parutan     kikihan    -         -          parutan
pasal       pasal      -         -          paos
pasar       peken      -         -          pasar
pasti       pasti      -         -          janten
payah       kenyel     -         -          leson
payudara    nyonyo     -         -          susu
payung      pajeng     -         -          tedung
patokan     patokan    -         -          sakaguru
pecah       belah      -         -          belah
pecahkan    belahang   -         -          belahang
pedoman     ancer-2    -         -          sepatsiku
peduli      rungu      -         -          urati
pegang      gisi       -         -          gambel
pegangan    gegisian   -         -          gegamelan
pekerjaan   pagaén     -         -          pakaryan
pelan       adéng      -         -          alon
pelayan     pangayah   -         -          panyladé
pelihara    piara      -         -          upapira
pelipis     péléngan   pepelis   péléngan   -
pemberian   pabaang    -         -          pawéwéh
pembina     panuntun   -         -          panuntun
                                                           124

pencuri       maling      -          -         duratmaka
pendek        bawak       -          -         cendek
pengabdian    yasakérti   -          -         yasakérti
pengembala    pangangon   -          -         gopala
penghabisan   panyuud     -          -         panguntat
penuh         bek         -          -         sarat
penyakit      panyakit    -          -         pinungkan
penyebab      wiwilan     -          -         wiwilan
pépék         pék/teli    serira     pék       -
perang        siat        -          -         yuda
percaya       precaya     -          -         ngega
percik        ketis       -          -         sirat
percuma       nyalah      -          -         nyalit
perempatan    pempatan    -          -         catur muka
perempuan     luh         -          -         isteri
pergi         luas        -          -         lunga
perhatian     rungu       -          -         renga/urati
perhiasan     payasan     -          -         uparengga
periksa       préksa      -          -         turéksa
perilaku      tingkah     -          -         parisolah
perintah      perintah    -          -         titah
peringatan    patinget    -          -         pakéling
permandian    kayehan     -          -         béjian
permintaan    pangidih    pangarsa   pinunas   -
permisi       tabik       -          -         sugra
                                                         125

pernah        taén        -            -       naenan
persoalan     paundukan   -            -       paindikan
pertama       pratama     -            -       pratama
pertemuan     patemon     -            -       patemon
pertolongan   pitulung    -            -       wantuan
perut         basang      garba        waduk   -
perlu         perlu       -            -       mabuat
permata       soca        -            -       soca
peserta       pamilet     -            -       pamilet
pesimis       sengsaya    -            -       sumendia
petik         alap        -            -       alap
pidato        pidato      -            -       pidarta
pintar        dueg        pradnyan     wikan   -
pinggul       bokongan    -            -       wangkong
pikir         keneh       kayun        manah   -
pikiran       pamineh     pikayun      manah   -
pindah        makisid     -            -       késah
pinjam        silih       -            -       selang
pinta         idih        arsang       tunas   -
pintu         jelanan     -            -       kori
pipi          pipi        pangarasan   pipi    -
pisah         palas       -            -       pasah
pisau         tiuk        -            -       lémat
pitu          tujuh       -            -       sapta
pohon         punya       -            -       taru
                                                         126

potong          getep        -        -       tebas
profesi         geginan      -        -       swagina
pucat           coong        -        -       ucem
puja            puja         -        -       rastiti
pulang          mulih        mantuk   budal   -
pulau           pulo         -        -       dwipa/pulo
puluhribuan     dasatalian   -        -       laksan
punggung        tundun       -        -       gigir
pura            pura         -        -       pura
pura keluarga   sanggah      -        -       pamerajan
pusar           pungsed      puser    udel    -
pusing          pengeng      -        -       langu
putar           linderang    -        -       iderang
putih           putih        -        -       petak
putus           pegat        -        -       putung
putusan         kaputusan    -        -       pararem
racun           cetik        -        -       wisia
ragu            gabeng       -        -       marma
raja            raja         -        -       naréndra
rajin           rajin        -        -       jemet
raksasa         raksasa      -        -       détya
rakus           rengka       -        -       angop
rakyat          rakyat       -        -       parajana
ramah           ajér         -        -       ajér
ramai           ramé         -        -       ramia
                                                             127

rambut        bok          -            -         rambut
rambutan      buluan       -            -         rambutan
ranjang       dipan        -            -         pasaréan
rapat         sangkep      -            -         parum
rata          asah         -            -         asat
raut wajah    sebeng       -            -         semita
remaja        yowana       -            -         yowana
rendah        endep        -            -         andap
rendam        emem         -            -         kerem
ribut         uyut         -            -         umung
ringkas       bawak        -            -         ringkes
rintang       ambeng       -            -         ambeng
rokok         roko         -            -         lanjaran
rontok        aas          -            -         aas
rumah         umah         geria/puri   canggah   -
rumput        padang       -            -         padang
rungu         ieng, ngeh   -            -         renga
rupa          goba         warni        rupa      -
rusak         usak         -            -         rusak
saat          duges        nemonin      daweg     -
sabung ayam   tajen        -            -         klecan
saja          dogén        -            -         kémanten
sama          patuh        -            -         pateh
sambal        sambel       -            -         mosa
sambil        sambil       -            -         sinambi
                                                            128

sambung      sambung      -           -          antun
sambut       sapa         -           -          sanggra
sawah        uma          -           -          carik
semangat     jengah       -           -          wiroda
sampai       nganteg      -           -          ngantos
sangat       sanget       -           -          banget
sanggup      sanggup      -           -          misadia
sah          sah          -           -          manggeh
sahut        saut         -           -          saur
sakit        gelem        sungkan     sengkaon   -
sakti        sakti        -           -          wisésa
salah        pelih        iwang       sisip      -
salahsatu    pilihbesik   -           -          silihtunggil
sapa         capatin      -           -          sanggra
sapi         sampi        -           -          banténg
sapu         sampat       -           -          sapuh
saru         saru         -           -          singid
sarung       saung        -           -          urangka
sate         saté         -           -          jatah
satu         sa/besik     -           -          siki
saudara      nyama        sameton     nyama      -
saya         cang/iang    gelah/ira   titiang    -
sayang       sayang       -           -          asih
seandainya   saget        pradé       pét        -
sebab        sawireh      -           -          santukan
                                                       129

sebagai     pinaka        -         -       pinaka
sebelum     banén         -         -       sadurung
sebentar    akejep        -         -       ajebos
seberapa    amonkén       -         -       amunapi
sebut       sambat        -         -       wedar
sebutkan    sambatang     -         -       carca
sedih       sabet         sungsut   sebet   -
sedikit     bedik         -         -       akidik
seekor      aukud         -         -       adiri
segala      sebatek       -         -       saluir
segar       seger         -         -       alab
segini      amoné         -         -       amuniki
sehari      awai          -         -       arahina
sehat       seger         kénak     waras   -
sehingga    sangkal       -         -       mawinan
sejahtera   gemuh         -         -       gemahlipah
sekadar     amatra        -         -       samatra
sekali      acepok        -         -       apisan
seketika    prajani       -         -       pramangkin
sekitar     sawatara      -         -       sawatara
sela        bates/selat   -         -       wates
selama      makeloné      -         -       selami
selamat     selamet       -         -       dirgahayu
selamanya   satuuk        -         -       saterusa
selatan     kelod         -         -       kidul
                                                        130

selempot    ambed        -          -         ambed
selendang   senteng      -          -         senteng
selesai     suud         -          -         wusan
semakin     ngancan      -          -         sumingkin
sembilan    sia          -          -         sanga
sembunyi    mengkeb      -          -         masingidan
semoga      dumadak      -          -         mogi-mogi
sempit      cupit        -          -         kosek
semua       konyangan    -          -         samian
senang      demen        seneng     gargita   -
sendiri     padidi       ngraga     newek     -
sendok      sinduk       -          -         sinduk
sengaja     ngagen       -          -         mabuaka
senggama    masaki       -          -         makarma
sengketa    prakara      -          -         wicara
senjakala   sandikala    -          -         sandikaon
seorang     aukud        -          -         adiri
sepakat     igum         -          -         rarem
sepertiga   apahtelu     -          -         apahtigan
sepupu      misan        mingsiki   misan     -
serak       aang         -          -         aang
seram       serem        -          -         kabinawa
serambi     amben        -          -         amben
seratus     satus        -          -         satus
serentak    sibarengan   -          -         sinarengan
                                                       131

seribu     siu         -          -         siu
sering     sesai       -          -         sering
serius     serius      pisereng   sususra   -
sesajen    banten      -          -         wangi
sesak      kelet       -          -         sesek
sesat      paling      -          -         murang
sesepuh    prakanggo   -          -         prakangge
sesuai     adung       -          -         anut
sesudah    sasubané    -          -         sasampun
setahun    atiban      -          -         awarsa
setengah   atenga      -          -         atenga
setia      satia       -          -         satia
setiap     sabilang    -          -         nyabran
setubuh    katuk       -          -         senggama
siang      lemah       -          -         siang
siap       tragia      -          -         sayaga
siapa      nyén        -          -         sira
sibuk      répot       -          -         répot
siku       siku        -          -         kona
simpan     simpen      -          -         pendem
simpulan   simpulan    -          -         cutetan
singa      singa       -          -         késari
singkat    singkat     -          -         cutet
sisa       sisa        -          -         sésa
sisakan    enuang      -          -         sesayang
                                                  132

sisa makan   carikan   -      -         layudan
sisihkan     anéhang   -      -         pasahang
sisir        suah      -      -         serit
siswa        murid     -      -         siswa
sombong      sombong   -      -         sumbung
sore         sanja     -      -         sandé
sorga        suargan   -      -         suargaloka
suami        kurenan   rabi   kurenan   -
suara        munyi     -      -         suaran
sudah        suba      -      -         sampun
suka         lega      -      -         rena, bagia
sukar        sukeh     -      -         méweh
sulit        kéweh     -      -         sukil
sumpah       sumpah    -      -         upata
suruh        tundén    -      -         kénkén
surut        puras     -      -         puras
susunan      susunan   -      -         dudonan
taat         tuon      -      -         satia
tadi         busan     -      -         wawu
tahanan      bogolan   -      -         bebandan
tahu         nawang    -      -         uning
tahun        tiban     -      -         warsa
taimata      pecéh     -      -         pelis
tajam        mangan    -      -         tajep
tanam        pula      -      -         tandur
                                                         133

tanaman       pamulan       -        -      tanduran
tanda         pinget        -        -      pininget
tandatangan   tékenan       -        -      linggatangan
tangis        eling         -        -      tangis
tanya         takon         -        -      takén
tak           dong, sing    -        -      ten
tak tentu     sing karwan   -        -      tan janten
takut         jejeh         -        -      ajerih
taman         taman         -        -      udiana
tambah        imbuh         -        -      weweh
tambahan      paimbuh       -        -      paweweh
tampan        abra          -        -      acreng
tamu          tamiu         -        -      atiti
tanam         pula          -        -      tandur
tangan        lima          tangan   lima   -
tapih         tapih         -        -      sinjang
taruh         ejang         -        -      genahang
taruna        teruna        -        -      anom
tebak         tebag         -        -      tarka
telur         taluh         -        -      adéng
teman         timpal        -        -      suitra
tengah        tengah        -        -      madia
terakhir      siduri        -        -      pinguntat
terbakar      puun          -        -      geseng
tetua         panua         -        -      lelingsir
                                                    134

tinggal     nongos     meneng   jenek    -
tiru        tuutin     -        -        tulad
tadi        busan      -        -        diwawu
tanya       takon      -        -        takén
tari        igel       -        -        solah
tarian      igelan     -        -        sesolahan
tarik       kedeng     -        -        kedeng
taruh       ejang      -        -        genahang
tebing      abing      -        -        abing
tebus       tebus      -        -        tebas
tekun       seleg      -        -        langgeng
telan       gelek      -        -        leled
telanjang   melalung   -        -        ngaligas
telapak     tlapak     -        -        tapak
telinga     kuping     karna    kuping   -
telunjuk    tujuh      -        -        tarjani
teman       timpal     -        -        suitra
tembako     mako       -        -        seseban
tempat      tongos     -        -        genah
tempurung   kau        -        -        kau
temu        tepuk      -        -        panggih
temukan     temuang    -        -        paduang
tenaga      bayu       -        -        prana
tenar       amiug      -        -        amiug
tengah      tengah     -        -        jero
                                                    135

tenggelam   nyilem      -        -        keleb
tentang     unduk       -        -        indik
tentu       sinah       -        -        janten
terampil    terampil    -        -        waged
terang      galang      -        -        terak
teratai     tunjung     -        -        padma
terbang     makeber     -        -        mabur
terbenam    engseb      -        -        surup
terhadap    marep       majeng   mantuk   -
terima      tampi       -        -        terima
terjaga     enten       jagra    enten    -
terka       takeh       -        -        tarka
terkena     kenéng      -        -        katibén
terkenal    ketah       -        -        kasub
terkejut    tengkejut   -        -        kagiat
terlambat   kasep       -        -        telat
terlanjur   kadung      -        -        kaduk
tertawa     kedék       ica      kedék    -
termangu    engsek      -        -        mangenangen

terong      tuung       -        -        arung
terpesona   kalangen    -        -        kadalon
tetapi      kéwala      -        -        sakéwanten
tewas       lampus      lina     lampus   -
tiang       adegan      -        -        saka
tiba        teked       -        -        rauh
                                                       136

tidak       tusing        -        -       nénten
tiga        telu          -        -       tiga
tigabelas   telulas       -        -       tigawelas
tigahari    ketelun       -        -       tigang rahina
tigajuta    telung juta   -        -       tigang yuta
tigakali    ping telu     -        -       ping tiga
tigapuluh   telungdasa    -        -       tigangdasa
tigaratus   telungatus    -        -       tigangatus
tigaribu    telungtali    -        -       tigangéwu
tikar       tikeh         -        -       klasa
timba       teku          -        -       timba
timbun      dugdug        -        -       pupul
timur       kangin        -        -       purwa
timurlaut   kajakangin    -        -       kalérkangin
tinggal     ngoyong       meneng   jenek   -
tinggi      tegeh         -        -       luhur
tikus       bikul         -        -       jerotut
tingkah     perah         -        -       gegaduhan
tipu        uluk          -        -       cidra
tipuan      ékadaya       -        -       winaya
tiru        tempa         -        -       tinutin
tiru        tuutin        -        -       tulad
tiup        upin          -        -       upin
tolak       tulak         -        -       tulak
tolong      tulung        -        -       wantu
                                              137

tongkat      tungked       -   -   teteken
tonton       pabalih       -   -   tonton
tradisi      sima          -   -   dresta
tua          tua           -   -   lingsir
tuju         ojog          -   -   jumujug
tujuan       tujuan        -   -   tetujon
tujuh        pitu          -   -   sapta
tulang       tulang        -   -   walung
tulis        tulis         -   -   surat
tulisan      tetulisan     -   -   sasuratan
tumben       tombén        -   -   nembé
tunggal      tunggal       -   -   tunggil
tunggu       antos         -   -   jantos
turun        tuun          -   -   tedun
tusuk        tebek         -   -   tuek
tutup        unebang       -   -   unebang
uang         pipis         -   -   jinah
ubah         uah           -   -   uah
ucap         ucap          -   -   ojar/pajar
udara        akasa         -   -   akasa
ujung        muncuk        -   -   tungtung
ukur         sikut         -   -   sikut
ulang        jumunin       -   -   wawanin
ulangtahun   ualangtahun   -   -   wantiwarsa
ular         lelipi        -   -   ula
                                                   138

ulat        uled       -        -       uler
umpama      upama      -        -       upami
umpamanya   upamané    -        -       upaminipun
umpan       baneh      -        -       baren
umum        ketah      -        -       ketah
umur        tuuh       -        -       yusa
umumkan     siarang    -        -       sobyahang
undangan    undangan   -        -       uleman
unggul      unggul     -        -       inggil
upakara     banten     -        -       wangi/aci
urat        uat        -        -       urat
urut        urut       -        -       usuh
urut        susun      -        -       dudon
urutan      susunan    -        -       dudonan
useran      usehan     -        -       useran
utama       utama      -        -       utami
utara       kaja       -        -       kaler
utuh        tileh      -        -       tileh
wafat       mati       néwata   padem   -
wajah       mua        prerai   mua     -
wakil       wakil      -        -       patajuh
waktu       galah      -        -       kala
walau       yadin      -        -       yadiastu
wangi       miik       -        -       harum
warga       krama      -        -       krama
                                       139

warna    warna       -   -   warni
wayang   wayang      -   -   ringgit
ya       aa          -   -   inggih
yaitu    tuah        -   -   inggih punika
yakin    precaya     -   -   precaya
yang     ané         -   -   sané
yatim    ubuh        -   -   ubuh
yoga     yoga/tapa   -   -   yoga/tapa

